id;nombre;sexo;trato;circunscripcion;partido;fecha_condicion_plena;fecha_alta;fecha_baja;g_par;fecha_alta_g_par;fecha_baja_g_par;biografia;asiento;gobierno
206;Montesinos de Miguel, Macarena;M;;Alacant;PP;/Date(1692226800000)/;/Date(1691535600000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casada, dos hijos.  Directora de recursos humanos  Diputada a Cortes Valencianas IV, V y VI Legislaturas.  Concejala del Ayuntamiento de Alicante;280;0
207;Moraleja Gómez, Tristana María;M;;A Coruña;PP;/Date(1692226800000)/;/Date(1691535600000)/;;Popular en el Congreso;/Date(1692313200000)/;;Licenciada en Ciencias Económicas y Empresariales. Máster en Administración Financiera y Tributaria.  Funcionaria del Cuerpo Superior de la Xunta de Galicia (Grupo 1).  Concejala en el Ayuntamiento de Oleiros (A Coruña).  Concejala en el Ayuntamiento de Oleiros (A Coruña) (2015-2021);145;0
208;Morales Álvarez, Álvaro;H;;Burgos;PSOE;/Date(1692226800000)/;/Date(1691017200000)/;;Socialista;/Date(1693177200000)/;;Casado, un hijo.  Concejal Ayuntamiento de Briviesca.  Alcalde de Briviesca (2019-2023).  Secretario General Agrupación PSOE Briviesca.  Vocal de la Comisión Ejecutiva Provincial de Burgos;184;0
209;Moreno Borrás, Cristina;M;Diputada;València;PP;/Date(1720047600000)/;/Date(1720047600000)/;;Popular en el Congreso;/Date(1720047600000)/;;Casada. Dos hijos mayores de edad.  Titulada en gemología por la Universidad de Barcelona. Especialización en diamantes.  Ingles B1.  Concejal en el Ayuntamiento de Gandía (2015-2019) y (2019-2023). Secretaria Autonómica de Turismo de la Generalitat Valenciana (2023-2024). Hobbies: tenis y remo.;100;0
210;Moreno Fernández, Mª Isabel;M;;Cádiz;PSOE;/Date(1702339200000)/;/Date(1702339200000)/;;Socialista;/Date(1702339200000)/;;Licenciada en Veterinaria. Profesora de Secundaría (Biología y geología).  Alcaldesa de El Gastor.  Secretaria General PSOE El Gastor. Secretaria de Sostenibilidad y Medio rural de la Comisión Ejecutiva Provincial de Cádiz.;78;0
211;Moro Almaraz, María Jesús;M;;Salamanca;PP;/Date(1692226800000)/;/Date(1691449200000)/;;Popular en el Congreso;/Date(1692313200000)/;;"Una hija. 
Doctora en Derecho. Profesora titular de Derecho Civil en la Universidad de Salamanca. Directora Grupo Investigación sobre Derecho y Nuevas Tecnologías. Ha ocupado diversos puestos de gestión en la universidad. Directora de cursos extraordinarios, tercer ciclo. Subdirectora Departamento. Directora Área Jurídica. Tiene numerosas publicaciones en derecho de familia y derecho patrimonial. 
Procuradora en las Cortes de Castilla y León (2007-2011). Portavoz adjunta en las Cortes de Castilla y León en la VII Legislatura (2007-2011). Portavoz universidades en el Congreso (2011-2015). Vicesecretaria de Organización del Partido Popular de Salamanca. Secretaria de Asesoría Jurídica del Partido Popular de Castilla y León. Miembro Comité Ejecutivo PP CyL. Miembro del Comité Ejecutivo PPCyL y PP Salamanca.  En XI y XII Legislatura Portavoz de Justicia en el Congreso.  Secretaria Ejecutiva de Regeneración Institucional del Partido Popular";240;0
212;Muñoz Abrines, Pedro;H;;Madrid;PP;/Date(1692226800000)/;/Date(1691622000000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casado, dos hijos.  Licenciado en Derecho.  Curso Ejec. Gestión (IE).  Diputado Asamblea de Madrid (III a XIII Legislaturas), habiendo desarrollado la responsabilidad de portavoz Adjunto del Grupo Popular en varias legislaturas y portavoz en XIII legislatura;222;0
213;Muñoz de la Iglesia, Ester;M;;León;PP;/Date(1692226800000)/;/Date(1690930800000)/;;Popular en el Congreso;/Date(1692313200000)/;;Licenciada en Derecho Universidad de León  Máster de Derecho Internacional Privado Universidad de Murcia  Senadora por León 2016-2019 Delegada territorial de la Junta de Castilla y León 2021-2023;312;0
214;Nacarino-Brabo Jiménez, Aurora;M;;Madrid;PP;/Date(1692226800000)/;/Date(1692140400000)/;;Popular en el Congreso;/Date(1692313200000)/;;Licenciada en periodismo por la URJC. Máster en Gobierno y Administración Pública por la Fundación Ortega-Marañón. Máster en Democracia y Gobierno por la UAM. Editora, analista política, docente en masters.;28;0
215;Narbona Ruiz, Cristina;M;Diputada;Madrid;PSOE;/Date(1692226800000)/;/Date(1691967600000)/;;Socialista;/Date(1693177200000)/;;Licenciada en Ciencias Económicas.   Profesora de Economía Internacional en la Universidad de Sevilla.   Viceconsejera de Economía de la Junta de Andalucía, 1982-1985.   Directora General del BHE, 1985-1991.   Directora General de Vivienda, 1991-1993.   Secretaria de Estado de Medio Ambiente, 1993-1996.   Ministra de Medio Ambiente, 2004-2008.   Embajadora ante la OCDE, 2008-2011.   Presidenta PSOE, 2017-actualidad.   Miembro de la Global Sustainibility Panel de Naciones Unidas, 2010-2013.   Miembro de la global Ocean Commission, 2013-2015.   Miembro de la Red Española de Desarrollo Sostenible. ;227;0
216;Nasarre Oliva, Begoña;M;;Huesca;PSOE;/Date(1692226800000)/;/Date(1691449200000)/;;Socialista;/Date(1693177200000)/;;Técnico Informático.  Senadora en la XI y XII Legislaturas.  Alcaldesa del Ayuntamiento de Alcolea de Cinca, Huesca, desde mayo de 2019.  Diputada de las Cortes de Aragón (Junio 2015- Diciembre 2015).  Secretaria de Política Autonómica del PSOE de Aragón;293;0
217;Navarro Lacoba, Carmen;M;;Albacete;PP;/Date(1692226800000)/;/Date(1691535600000)/;;Popular en el Congreso;/Date(1692313200000)/;;Diputada nacional y Secretaria Cuarta de la Mesa del Congreso de los Diputados en la XV Legislatura.  Licenciada en Derecho por la Universidad de Castilla La Mancha.  Ingresó en el Cuerpo de Letrados de la Comunidad de Madrid por oposición en 2006.  Máster en Gestión de Administraciones Públicas por el Programa Executive de ESADE.  Diplomada en Altos Estudios de la Defensa Nacional por el Centro Superior de Estudios de la Defensa Nacional (CESEDEN)  Funcionaria en el Área Jurídica de Servicios Contenciosos de la Presidencia de la Comunidad de Madrid de 2006 hasta 2011.  Directora del Servicio Jurídico de Presidencia de la Diputación Provincial de Albacete en 2011.  Directora provincial de Sanidad y Servicios Sociales de la Junta de Comuinidades de Castilla La Mancha entre 2012 y 2016.  Diputada por Albacete desde enero de 2016 en las XI, XII, XIII, XIV y XV Legislaturas.  Diputada por Albacete desde enero de 2016 en las XI, XII, XIII, XIV y XV Legislaturas.  Ha sido portavoz de la Comisión de Transición Ecológica y Reto Demográfico, y  portavoz adjunta de la Comisión de Política Territorial y Función Pública.  Actualmente es vocal en la Comisión Constitucional, la Comisión de Sanidad y la Comisió npara la auditoría de la calidad democrática, la lucha contra la corrupción y las reformas institucionales y legales, y titular de la Subcomisión de salud mental  Casada y madre de dos hijos.;354;0
218;Navarro López, Pedro;H;;Zaragoza;PP;/Date(1692226800000)/;/Date(1691622000000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casado. Tres hijos.  Licenciado en Derecho y Máster en Logística por la Universidad de Zaragoza.  Profesor de Sociología.  Coordinador General Alcaldía de Zaragoza  Concejal del Ayuntamiento de Zaragoza (2011-2019)  Diputado de las Cortes de Aragón (2007-2011);85;0
219;Nogueras i Camero, Míriam;M;;Barcelona;JxCat;/Date(1692226800000)/;/Date(1691622000000)/;;Junts per Catalunya;/Date(1693177200000)/;;;103;0
220;Noriega Gómez, Javier;H;Diputado;Cantabria;PP;/Date(1692226800000)/;/Date(1691362800000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casado, padre de 3 hijos.   Abogado con despacho propio abierto en la ciudad de Santander desde hace 30 años.   Presidente del Comité de Derechos y Garantías del PP de Cantabria.   Miembro del Comité Ejecutivo del PP de Cantabria. ;22;0
221;Núñez Feijóo, Alberto;H;Diputado;Madrid;PP;/Date(1692226800000)/;/Date(1692140400000)/;;Popular en el Congreso;/Date(1692313200000)/;;"Padre de Alberto Núñez de Cardenal. . Licenciado en Derecho (1979-1984) Compostela. Grupo A. Técnico Superior Xunta de Galicia 1985. Alto cargo del Gobierno de España (1996-2003). Alto cargo en la Xunta de Galicia (1991-1996). Miembro Gobierno y Presidente de la Xunta de Galicia (2003-2005 ; 2009-2021). Presidente del Partido Popular de España (2022-2023).";326;0
222;Núñez Guijarro, José Enrique;H;Diputado;Madrid;PP;/Date(1706572800000)/;/Date(1706572800000)/;;Popular en el Congreso;/Date(1706572800000)/;;"Licenciado en Derecho por la Universidad Complutense de Madrid.  Grado en Ciencia Política y de la Administración UNED  Funcionario de Carrera Escala Técnica Gestión A1 (UCM)  Teniente de Alcalde del Ayuntamiento de Madrid 
Viceconsejero de Justicia de la CAM  Director General de Seguridad y Director General de Emergencias de la CAM  Diputado de la Asamblea de Madrid.  Curso de Conocimiento de Instituciones Europeas.  Curso de Preparación de Cancilleres  Curso Monográfico de Defensa Nacional.";253;0
223;Ogou i Corbi, Viviane;M;Diputada;Barcelona;CeC;/Date(1739232000000)/;/Date(1739232000000)/;;Plurinacional SUMAR;/Date(1739232000000)/;;Activista premiada, graduada en Relaciones Internacionales por la Universidad Rey Juan Carlos de Madrid.  Máster en Seguridad Intrnacional por el Institut d'Estudis Internacionals de Barcelona.  Beca Talent Global en CIDOB sobre la geopolítica del Sahel.  Fundadora y Presidenta de Puerta de África (2020-actualidad).  Delegada Joven por España en el Consejo de Europa (2020-2021).  Delegada del Consell de Joventud de Barcelona en la Organización de Ciudades y Gobiernos Locales Unidos (CGLU) (2022-2024).  Miembro del Consejo Consultor de Juventud y Migración de la Fundación Ashoka (2020-2022).  Premio Mujer de Europa (Movimiento Europeo Internacional y Lobby Europeo de las Mujeres, 2022), Premio Mensajera de la Paz (Organización Mundial de Scouts, 2021).   He combinado la actividad activista con diferentes posiciones técnicas en empresas y fundaciones, assí como actividad investigadora y divulgadora como autónoma y por cuenta ajena.;58;0
224;Olano Vela, Jaime Eduardo de;H;Diputado;Lugo;PP;/Date(1692226800000)/;/Date(1691449200000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casado, una hija.  Licenciado en Derecho.  Abogado.  Concejal en Viveiro desde 2011.;228;0
225;Ortega Smith-Molina, Francisco Javier;H;Diputado;Madrid;VOX;/Date(1692226800000)/;/Date(1692140400000)/;;Vox;/Date(1692313200000)/;;Casado.  Abogado ejerciente Colegio de Madrid.  Secretario General de VOX;121;0
226;Otero Gabirondo, Mikel;H;Diputado;Araba;EH Bildu;/Date(1739836800000)/;/Date(1739836800000)/;;Euskal Herria Bildu;/Date(1739836800000)/;;;56;0
227;Otero García, Mercedes;M;Diputada;Asturias;PSOE;/Date(1721689200000)/;/Date(1721602800000)/;;Socialista;/Date(1721689200000)/;;Casada. Un hijo.  Técnico de Administración y Gestión de Empresas (FP)   Funcionario interino Administración del Principado de Asturias  2004- 2015 Vicealcaldesa del ayuntamiento de Allande, Asturias  2019-2023 Senadora por designación autonómica de la Junta General del Principado de Asturias  2001-2015 Secretaria General de la Agrupación Socialista de Allande, Asturias.   Desde 2017 miembro de la Ejecutiva Autonómica FSA-PSOE;135;0
228;Otero Rodríguez, Patricia;M;Diputada;Lugo;PSOE;/Date(1710201600000)/;/Date(1710201600000)/;;Socialista;/Date(1710201600000)/;;Soltera, sin hijos.  Licenciada en Derecho.  Curso especialista en Seguridad Social.  Orientadora y abogada en UGT  Abogada con despacho propio.  Concejala y 2ª Teniente Alcalde. Burela. 2015-2018 Concejalías: Mar, Economía y Servicios Sociales.  Diputada autonómica Parlamento de Galicia. Portavoz: Infraestructuras y Pesca;268;0
229;Pagès i Massó, Josep;H;Diputado;Barcelona;JxCat;/Date(1725922800000)/;/Date(1725922800000)/;;Junts per Catalunya;/Date(1725922800000)/;;Licenciado en Derecho y Ciencias Políticas y Sociología (UAB).  Miembro de la Sindicatura electoral de Catalunya;102;0
230;Palencia Rubio, Héctor;H;Diputado;Ávila;PP;/Date(1692226800000)/;/Date(1690758000000)/;;Popular en el Congreso;/Date(1692313200000)/;;Ingeniero Técnico de Obras Públicas  Técnico evaluador de Impacto Ambiental  Técnico Superior en prevención de Riesgos Laborales, Seguridad, Higiene y Ergonomía  Gerente del Centro Comercial El Bulevar de Ávila.  Gerente de la Fundación Óbila  Labores de coordinación de seguridad y salud en fase de ejecución en las obras del Ministerio de Fomento en la provincia de Ávila: autovía Ávila Salamanca desdoblamiento de la circunvalación de Ávila.  Asesoramiento en Prevención de Riesgos en I+D para MINTRA para las obras de ampliación de Metro de Madrid, trabajos del Ministerio de Medio Ambiente Demarcación de Carreteras de Madrid y Consorcio Urbanístico de la Ciudad Universitaria de Madrid.   Técnico en Prevención de Riesgos Laborales y Coordinación de seguridad y salud en la conservación y explotación de obras nuevas y travesías de la Consejería de Fomento en las provincias de Ávila y Palencia  Miembro de la dirección facultativa en la construcción de la autopista y obra civil ASI Ávila Villacastín  Concejal Coordinador del Área de Turismo, Patrimonio Histórico y Comercio del Ayuntamiento de Ávila 2011-2015  Teniente de Alcalde de Servicios a la Ciudad, Turismo y Patrimonio Histórico del Excelentísimo Ayuntamiento de Ávila 2015-2019  Director de Administración Local de la Junta de Castilla y León 2019-2022  Director de Gabinete del Presidente de la Junta de Castilla y León 2022-2023  Cruz al Mérito Policial distintivo blanco;107;0
231;Paniagua Núñez, Miguel Ángel;H;Diputado;Palencia;PP;/Date(1692226800000)/;/Date(1692140400000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casado, un hijo y una hija.  Licenciado en Ciencias Económicas y Empresariales en la Universidad de Valladolid.  Executive MBA por la Escuela Europea de Negocios.  European Financial Advisor y miembro de EFPA España-  Programa de Gobernanza del Sector Público en ESADE.  Asesoría y Gestión Fiscal de Inversiones en CEPADE.  18 años en el sector bancario.  7 años como Agente de Banca privada y Asesor financiero de empresas.   2 años como Secretario de Comunicación del Sindicato CSICA-CE.  Impulsor y coordinador del Comité de Participación del Partido Popular de Palencia.  Fundador y miembro de la Junta Directiva del Ateneo de Palencia;32;0
232;Paré Aregall, Josep;H;Diputado;Barcelona;PSC;/Date(1704844800000)/;/Date(1704758400000)/;;Socialista;/Date(1704844800000)/;;Licenciado en Economía. Máster en Hacienda Autonómica y Local. Posgrado en Auditoría Pública.  Concejal del Ayuntamiento de Centelles (2003-2019). Alcalde del Ayuntamiento de Centelles (2019-actualidad). Secretario de Organización PSC Osona;352;0
233;Parra Aparicio, Julia;M;Diputada;Alacant;PP;/Date(1692226800000)/;/Date(1691535600000)/;;Popular en el Congreso;/Date(1692313200000)/;;Administración.  Asesora grupo municipal.  Concejala del Ayuntamiento de Sant Joan d'Alicante. Diputada de Cultura y Transparencia de la Diputación de Alicante (2019-2023). Vicepresidenta de la Diputación de Alicante (2019-2023).;4;0
234;Parra Gallego, Agustín;H;Diputado;Barcelona;PP;/Date(1692226800000)/;/Date(1691449200000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casado con dos hijos.  Economista. Colegiado 15821 Colegio Economistas de Catalunya. Miembro del Registro de Economistas Docentes e Investigadores del Consejo General de Economistas de España.  Dirección empresas tecnológicas. (URL)  MBA (UCJC)  Concejal Ayuntamiento de Esplugues.  Portavoz Grupo Municipal Popular  Presidente PP Esplugues.  Vicesecretario General de Organización PP Barcelona. ;2;0
235;Pascual Rocamora, Sandra;M;Diputada;Alacant;PP;/Date(1692226800000)/;/Date(1691535600000)/;;Popular en el Congreso;/Date(1692313200000)/;;Graduada en Economía (UA). Título propio Máster en Gestión y Análisis de Riesgos Financieros (UDIMA);30;0
236;Pedreño Molina, Juan Luis;H;Diputado;Murcia;PP;/Date(1692226800000)/;/Date(1692140400000)/;;Popular en el Congreso;/Date(1692313200000)/;;"Doctor Ingeniero de Telecomunicación en Neurotecnología, Control y Robótica.
Catedrático de la Universidad Politécnica de Cartagena (UPCT). 
Decano del Colegio Oficial de Ingenieros de Telecomunicación de la Región de Murcia.
Miembro de la Junta de Gobierno del Colegio Oficial de Ingenieros de Telecomunicación. 
Vicepresidente de la Asociación Española de Ingenieros de Telecomunicación (2012). 
Vicerrector de Tecnologías de la Información y las Comunicaciones en la UPCT (2012-2015). 
Diputado Regional de Murcia IX legislatura (2015-2019). 
Portavoz de la Comisión de Industria, Trabajo, Comercio y Turismo (2015-2019). Portavoz en la Comisión de Asuntos Económicos y Transformación Digital en la XIV Legislatura.";134;0
237;Peña Camarero, Esther;M;Diputada;Burgos;PSOE;/Date(1692226800000)/;/Date(1691017200000)/;;Socialista;/Date(1693177200000)/;;Casada. Una niña  Licenciada en Sociología por la Universidad de Salamanca.  Postgrado Universitario Integración Laboral U. País Vasco.   Postgrado Universitario Servicios sociales U. Burgos    Postgrado Universitario Agente Desarrollo Local U. Alcalá  Diputada Provincial  Técnico de inserción;322;0
238;Perea i Conillas, María Mercè;M;Diputada;Barcelona;PSC;/Date(1692226800000)/;/Date(1690930800000)/;;Socialista;/Date(1693177200000)/;;"Casada. 
Licenciada en Derecho.  Curso experto en Seguridad Social, Universidad Complutense de Madrid, Facultad de Derecho, Curso 2024-2025.  
Abogada no ejerciente. 
Teniente de Alcalde Área de Seguridad Ciudadana en L'Hospitalet. Concejal Distrito I. 
Teniente de Alcalde de Hacienda y Recursos Generales en L'Hospitalet. 
Secretaria de Política Municipal del PSC L'Hospitalet. Miembro del Consejo Nacional.
Ha desarrollado actividad política desde 2007 a 2015.  
Presidenta de la Comisión de Ética del Partit dels Socialistes de Catalunya.  Secretaria de Política Económica y Social de la Comisión Ejecutiva de la Federación del PSC de L'Hospitalet.  Miembro del Consejo Nacional  Vocal en la Sectorial de Justicia y miembro del Consejo de Mujeres del PSC";199;0
239;Pérez Coronado, Pablo;H;Diputado;Segovia;PP;/Date(1692226800000)/;/Date(1690930800000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casado.   Licenciado en Administración y Dirección de Empresas.   Gestor Patrimonial.   Instituto Español de Analistas Financieros.   Curso de Defensa Nacional CESEDEN .   Senador 2019 2023.  Concejal Ayuntamiento de Segovia de 2009 2014 .   Portavoz grupo municipal del Partido Popular del Ayuntamiento de Segovia;269;0
240;Pérez López, Álvaro;H;Diputado;A Coruña;PP;/Date(1692226800000)/;/Date(1690930800000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casado con una hija  Licenciado en Derecho por la Universidad Pontificia de Comillas ICADE E-1  Máster en Derecho comunitario por la Universidad Libre de Bruselas   Abogado no ejerciente  2009-2020 Director General de Gabinete de la Presidencia de la Xunta de Galicia  2020-2022 Secretario General de la Presidencia de la Xunta de Galicia   Diputado del Parlamento de Galicia en las IX, X, XI legislaturas   Asesor conselleros de Medio Ambiente de la Xunta de Galicia (1999-2002)  Asesor Vicepresidencia 1ª de la Xunta de Galicia (2002-2005);242;0
241;Pérez Ortiz, Isabel María;M;Diputada;Málaga;PSOE;/Date(1692226800000)/;/Date(1690844400000)/;;Socialista;/Date(1693177200000)/;;Arquitecta  Concejala del Ayuntamiento de Marbella, con labores de gobierno como concejala de urbanismo entre 2015-2017.  En la actualidad, portavoz del Grupo Municipal Socialista y miembro de la ejecutiva en la agrupación de Marbella;71;0
242;Pérez Osma, Daniel;H;Diputado;Cuenca;PP;/Date(1692226800000)/;/Date(1690930800000)/;;Popular en el Congreso;/Date(1692313200000)/;;Soltero. Licenciatura en Derecho. Alcalde de Las Valeras 2013-2023 (Actualidad). Diputado Provincial 2016-2023;11;0
243;Pérez Recuerda, Isabel Gema;M;Diputada;Málaga;PP;/Date(1692226800000)/;/Date(1691017200000)/;;Popular en el Congreso;/Date(1692313200000)/;;"Magisterio Filología Inglesa. Universidad de Málaga.  
Máster Empleabilidad y Mediación Social.  
Máster Educación Social.  
";108;0
244;Pisarello Prados, Gerardo;H;Diputado;Barcelona;CeC;/Date(1692226800000)/;/Date(1692140400000)/;;Plurinacional SUMAR;/Date(1693177200000)/;;Doctor en Derecho.  Profesor titular de Derecho Constitucional, Universidad de Barcelona.  Vicealcalde del Ayuntamiento de Barcelona (2005-2019).  Portavoz de Catalunya en Comú;356;0
245;Plaza García, Inés;M;Diputada;Almería;PSOE;/Date(1692226800000)/;/Date(1691017200000)/;;Socialista;/Date(1693177200000)/;;Licenciada en Psicopedagogía  Diplomada en Magisterio, Educación Primaria  concejala del Ayuntamiento de Almería desde 2007 al 2019  Senadora en las legislaturas XII y XIV, desde 2019 a 2023;232;0
246;Poblador Pacheco, María Araceli;M;Diputada;Alacant;PSOE;/Date(1692226800000)/;/Date(1690930800000)/;;Socialista;/Date(1693177200000)/;;Licenciada en Geografía e Historia.   Funcionaria Grupo A1.   Profesora de Enseñanza Secundaria Obligatoria y Bachillerato.   28 años de experiencia docente en institutos de titularidad pública.   16 años como Jefa del Departamento de Geografía e Historia.   Subdelegada del Gobierno en Alicante desde julio de 2018 hasta junio de 2023.   Presidenta de la Comisión Ejecutiva Provincial del PSPV Alicante en la actualidad.   Secretaria del Área de Justicia Social de la CEP del PSPV Alicante.   Profesora de Lengua Castellana y Literatura  (San Vicente Ferrer) 2 años.   Miembro del tribunal en procesos selectivos y calificadores Pau y acceso a cuerpos docentes de enseñanza secundaria;115;0
247;Pose Mesura, Modesto;H;Diputado;Pontevedra;PSOE;/Date(1692226800000)/;/Date(1691362800000)/;;Socialista;/Date(1693177200000)/;;Casado, dos hijos.   Licenciado en Medicina y Cirugía.   Médico de familia.   Inspector médico.   Médico asistencial, gestión sanitaria inspector.   Diputado en el Parlamento de Galicia.   Senador. ;319;0
248;Pozueta Fernández, Isabel;M;Diputada;Navarra;EH Bildu;/Date(1692226800000)/;/Date(1691967600000)/;;Euskal Herria Bildu;/Date(1692313200000)/;;Socióloga. Sexóloga;73;0
249;Prieto Serrano, María Isabel;M;Diputada;Córdoba;PP;/Date(1692226800000)/;/Date(1691017200000)/;;Popular en el Congreso;/Date(1692313200000)/;;Licenciada en Derecho universidad de Córdoba.  Letrada Administración Seguridad Social (TGSS e INSS Córdoba) desde 2001.  Directora Provincial SEPE 2012-2018 Córdoba.  Coordinadora territorial SEPE Andalucía 2012-2018.  Letrada junta Castilla-La Mancha 2004-2007.  Curso Doctorando derecho Procesal Universidad de Barcelona 2002-2003;317;0
250;Puente Santiago, Óscar;H;Diputado;Valladolid;PSOE;/Date(1692226800000)/;/Date(1691017200000)/;;Socialista;/Date(1693177200000)/;;Dos hijas.  Licenciado en Derecho. Universidad de Valladolid.  Actor teatro 1988-1999.  Abogado 1995-2015.  Concejal Ayuntamiento de Valladolid 2007-actualidad.  Alcalde Ayuntamiento de Valladolid 2015-2023;218;0
251;Pueyo Sanz, Jorge;H;Diputado;Zaragoza;CHA;/Date(1692226800000)/;/Date(1691535600000)/;;Plurinacional SUMAR;/Date(1693177200000)/;;"Siempre le ha motivado la defensa de la cultura y la lengua aragonesa. Abogado. Máster de acceso a la abogacía por Deusto. Máster en derecho de empresa ICADE-Deusto.  Ha ejercido tres años como abogado y también como presentador y director en Aragón TV (""""A escampar la Boira"""") y redactor en """"Charrín Charrán"""".  Militancia en Chunta Aragonesista y movimientos sociales.";129;0
252;Puy Fraga, Pedro;H;Diputado;Pontevedra;PP;/Date(1692226800000)/;/Date(1691535600000)/;;Popular en el Congreso;/Date(1692313200000)/;;Licenciado y Doctor en Derecho. Profesor titular de Economía Aplicada en la Universidad de Santiago de Compostela.  Director General de Relaciones Institucionales en la Xunta de Galicia (2002-2005). Conselleiro del Consello de Contas de Galicia (2007-2009). Diputado autonómico en el Parlamento de Galicia (2009-2023). Portavoz del Grupo Parlamentario Popular en el Parlamento de Galicia (2011-2023).  Colaborador de varios medios de comunicación, actualmente de La Voz de Galicia;193;0
253;Quintana Carballo, Rosa;M;Diputada;Ourense;PP;/Date(1692226800000)/;/Date(1691535600000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casada. Un hijo.  Doctora en Biología Marina.  Funcionaria.  Conselleira del Mar en la Xunta de Galicia desde 2009 a 2023;334;0
254;Quintanilla Navarro, Miguel Ángel;H;Diputado;Madrid;PP;/Date(1692226800000)/;/Date(1691535600000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casado.  Doctor en Ciencias Políticas y Sociología, Universidad Complutense de Madrid-Instituto Universitario Ortega y Gasset.  Licenciado en Ciencias Políticas y Sociología, Universidad Complutense de Madrid  Diploma en Derecho Constitucional y Ciencias Políticas, Centro de Estudios Políticos y Constitucionales  Máster en Comunidades Europeas, ICADE  Profesor en diversas universidades públicas y privadas en el área de Ciencia Política y Políticas Públicas  Director Académico del Instituto Atlántico de Gobierno (2016-2019).  Director de Publicaciones de la Fundación FAES (2012-2016)  Asesor de la dirección nacional del Partido Popular (2011 y 2018 a 2022)  Asesor de la Presidencia del Gobierno de Aragón (2012-2015);349;0
255;Quintero Hernández, Jonay;H;Diputado;S/C Tenerife;PSOE;/Date(1733788800000)/;/Date(1733788800000)/;;Socialista;/Date(1733788800000)/;;"Graduado en Administración y Dirección de Empresas por la Universidad de La Laguna.  
Secretario de Organización de Juventudes Socialistas de El Hierro.  Secretario de Políticas LGTBIQ+ de Juventudes Socialistas de El Hierro.";225;0
256;Rallo Lombarte, Artemi;H;Diputado;Castelló;PSOE;/Date(1692226800000)/;/Date(1691017200000)/;;Socialista;/Date(1693177200000)/;;Dos hijas.   Doctor en Derecho.   Catedrático de Derecho Constitucional.   Militante del PSPV-PSOE desde 1984.   Diputado Cortes valencianas 1987-1995, Director General CEJ del Ministerio de Justicia 2004-2007.   Director Agencia Española Protección de Datos 2007-2011.   Diputado 2015-2019.   Senador 2019-2023. ;152;0
257;Ramajo Prada, Óscar;H;Diputado;Zamora;PP;/Date(1692226800000)/;/Date(1690930800000)/;;Popular en el Congreso;/Date(1692313200000)/;;Funcionario interino A1 Técnico Superior Junta de Castilla y León.   Grado en Relaciones Laborales y Recursos Humanos Universidad de Salamanca.  Máster no oficial en Protocolo y Relaciones Institucionales.  Teniente Alcalde del Ayuntamiento de Videmala (Zamora) .   Vicesecretario de Organización del Partido Popular de Zamora.  Miembro del Comité Ejecutivo autonómico del Partido Popular de Castilla y León .   Padre de 2 hijos;159;0
258;Ramírez Carner, Arnau;H;Diputado;Barcelona;PSC;/Date(1692226800000)/;/Date(1691017200000)/;;Socialista;/Date(1693177200000)/;;Politólogo.  Vive en pareja en Santa Feliú de Codines, Barcelona.   Grado en Ciencias Políticas y Gestión Pública por la UAB  Hasta ahora, responsable del equipo de redes del PSC  Primer Secretario de la Joventut Socialista de Catalunya (JSC);273;0
259;Ramírez del Río, José;H;Diputado;Córdoba;VOX;/Date(1692226800000)/;/Date(1691017200000)/;;Vox;/Date(1692313200000)/;;"Casado y padre de dos hijos.  Licenciado y Doctor en Filología (especialidad árabe) por la Universidad de Sevilla.  Profesor titular de universidad. Universidad de Córdoba desde el 2007.  Secretario de la Directiva Provincial de VOX	en Córdoba.  Candidato de VOX en diferentes elecciones (2015-2019)  Académico correspondiente de la Real Academia de Córdoba  Premio de Investigación Abd al-Aziz Saud al-Babtayn (UGR) 2012";37;0
260;Ramírez Martín, María Lourdes;M;Diputada;Granada;PP;/Date(1692226800000)/;/Date(1691017200000)/;;Popular en el Congreso;/Date(1692313200000)/;;Licenciada en Derecho.   Experta en Gerencia Pública Local.   Experta en Empleo Público Local.   Cursos de igualdad y violencia de género.   2011 a 2015 Concejal de Igualdad, Sanidad y Consumo.   2015 a 2019, Concejal de Cultura e Igualdad y Seguridad.    2019 en adelante Concejal de Economía y Hacienda Gobernación, Primera Teniente de Alcalde, Portavoz del grupo municipal y provincial.   Titulada en Danza Española y Flamenco por el Real Conservatorio de Danza de Granada Reina Sofía. ;5;0
261;Ramírez Moreno, María de las Nieves;M;Diputada;Málaga;PSOE;/Date(1692226800000)/;/Date(1690844400000)/;;Socialista;/Date(1693177200000)/;;Diplomada en Trabajo Social  Máster en Comunicación Política y Empresarial.  Portavoz del Ayuntamiento de Torrox;139;0
